"Date","Domaine","Source","URL","Extrait 300 car.","Mots-clés trouvés","Nature","Statut","Date revue","Note"
"2026-07-28","Eau / Assainissement","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/bouake-fofana-ministre-de-lhydraulique-de-lassainissement-et-de-la-salubrite-a-ce-jour-80-de-la-population-a-acces-a-leau-potable-a-travers-lhydraulique-urbaine-lhydraulique-villageoise-amelioree-et-les-pompes-a-motricite-humaine-1858","Société BOUAKE FOFANA, MINISTRE DE L'HYDRAULIQUE, DE L'ASSAINISSEMENT ET DE LA SALUBRITE : ""À CE JOUR, 80 % DE LA POPULATION A ACCES A L’EAU POTABLE A TRAVERS L'HYDRAULIQUE URBAINE, L'HYDRAULIQUE VILLAGEOISE AMELIOREE ET LES POMPES A MOTRICITE HUMAINE"" dimanche 28 septembre 2025 Économie INVEST IN…","assainissement; eau potable; salubrite","Signal de veille","À analyser","",""
"2026-07-28","Environnement","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/environnement-et-changements-climatiques-le-ministre-jacques-konan-assahore-invite-la-jeunesse-a-saisir-des-milliers-dopportunites-demplois-verts-2349","Société ENVIRONNEMENT ET CHANGEMENTS CLIMATIQUES : LE MINISTRE JACQUES KONAN ASSAHORÉ INVITE LA JEUNESSE A SAISIR DES MILLIERS D'OPPORTUNITÉS D'EMPLOIS VERTS jeudi 31 juillet 2025 Économie ECONOMIE NATIONALE : LE GOUVERNEMENT AMBITIONNE DE FAIRE DU COMMERCE ÉLECTRONIQUE UN LEVIER DE CRÉATION DE…","changement climatique; environnement","Signal de veille","À analyser","",""
"2026-07-28","SST / Travail","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/sante-et-securite-au-travail-sst-les-activites-du-comite-technique-consultatif-lancees-2365","Santé SANTE ET SECURITE AU TRAVAIL (SST) : LES ACTIVITES DU COMITE TECHNIQUE CONSULTATIF LANCEES jeudi 10 juillet 2025 Santé CMU : LE GOUVERNEMENT REAFFIRME A AKOUPE SON ENGAGEMENT POUR UNE SANTE ACCESSIBLE A TOUS jeudi 10 juillet 2025 Société SEMAINE DE LA SÉCURITÉ ROUTIÈRE : LA CONDUITE EN TEMPS…","sante et securite au travail; securite au travail; securite","Signal de veille","À analyser","",""
"2026-07-28","Eau / Assainissement","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/acces-a-leau-potable-des-zones-rurales-alimentees-2365","Société ACCÈS A L’EAU POTABLE : DES ZONES RURALES ALIMENTÉES lundi 09 juin 2025 Société SÉCURITÉ : LA GESTION DES URGENCES PAR LE GSPM AU CENTRE DE ""TOUT SAVOIR SUR"", CE MARDI 10 JUIN 2025 lundi 09 juin 2025 Économie PSTACI : UN PROGRAMME POUR RENFORCER LA SÉCURITÉ ALIMENTAIRE samedi 07 juin 2025…","eau potable; securite; urgence","Signal de veille","À analyser","",""
"2026-07-28","Eau / Assainissement","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/stations-de-traitement-de-boues-de-vidange-des-ouvrages-strategiques-pour-la-preservation-de-lenvironnement-2365","Société STATIONS DE TRAITEMENT DE BOUES DE VIDANGE : DES OUVRAGES STRATÉGIQUES POUR LA PRÉSERVATION DE L’ENVIRONNEMENT samedi 07 juin 2025 Santé ÉPIDÉMIE DE CHOLERA A VRIDI AKOBRAKRE : LE MINISTÈRE DE LA SANTÉ RASSURE SUR LES MESURES PRISES POUR CONTRÔLER LA SITUATION vendredi 06 juin 2025…","boues; environnement","Signal de veille","À analyser","",""
"2026-07-28","Environnement","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/restauration-durable-des-forets-letat-mobilise-plus-de-98-milliards-fcfa-pour-le-reboisement-denviron-140-000-hectares-2365","Société RESTAURATION DURABLE DES FORETS : L’ÉTAT MOBILISE PLUS DE 98 MILLIARDS FCFA POUR LE REBOISEMENT D’ENVIRON 140 000 HECTARES mercredi 04 juin 2025 Société RÉDUCTION DES RISQUES DE CATASTROPHE EN AFRIQUE DE L’OUEST : LA COTE D’IVOIRE ÉLUE A LA PRÉSIDENCE DU GECEAO mercredi 04 juin 2025…","reboisement; risque","Signal de veille","À analyser","",""
"2026-07-28","SST / Travail","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/zones-frontalieres-du-nord-quand-le-psgouv-2-reduit-considerablement-la-penibilite-dacces-des-populations-a-leau-potable-2365","Société ZONES FRONTALIÈRES DU NORD : QUAND LE PSGOUV 2 RÉDUIT CONSIDÉRABLEMENT LA PÉNIBILITÉ D’ACCÈS DES POPULATIONS A L’EAU POTABLE jeudi 29 mai 2025 Économie 60EMES ASSEMBLÉES ANNUELLES DE LA BAD : ALASSANE OUATTARA SALUE LA QUALITÉ DE LA COOPÉRATION ENTRE L’INSTITUTION BANCAIRE ET LA COTE…","penibilite; eau potable","Signal de veille","À analyser","",""
"2026-07-28","Eau / Assainissement","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/prof-daniel-ekra-directeur-general-inhp-il-y-a-une-resurgence-de-cas-de-dengue-en-saison-de-pluie-la-population-doit-veiller-a-lassainissement-de-son-environnement-2374","Santé PROF DANIEL EKRA, DIRECTEUR GÉNÉRAL INHP : ""IL Y A UNE RÉSURGENCE DE CAS DE DENGUE EN SAISON DE PLUIE. LA POPULATION DOIT VEILLER À L’ASSAINISSEMENT DE SON ENVIRONNEMENT"" dimanche 18 mai 2025 Économie 7EME ÉDITION DU SARA : LE SALON DEDIE A L’AGRICULTURE ORGANISE SOUS LE SCEAU DE…","assainissement; environnement","Signal de veille","À analyser","",""
"2026-07-28","Social / CNPS","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/protection-sociale-environ-12-million-de-travailleurs-du-secteur-prive-et-pres-dun-million-de-travailleurs-independants-declares-a-la-cnps-2374","Société PROTECTION SOCIALE : ENVIRON 1,2 MILLION DE TRAVAILLEURS DU SECTEUR PRIVE ET PRES D’UN MILLION DE TRAVAILLEURS INDÉPENDANTS DÉCLARÉS A LA CNPS mardi 29 avril 2025 Société NOUVELLE STATION DE TRAITEMENT D’EAU POTABLE DE GBEMOU (BAGOUE) : UN PAS DE PLUS VERS LE DÉVELOPPEMENT DURABLE ET…","eau potable; cnps; protection","Signal de veille","À analyser","",""
"2026-07-28","Eau / Assainissement","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/station-de-traitement-des-boues-de-vidange-danyama-yapokoi-un-atout-pour-une-preservation-efficace-de-lenvironnement-2374","Société STATION DE TRAITEMENT DES BOUES DE VIDANGE D’ANYAMA-YAPOKOI : UN ATOUT POUR UNE PRÉSERVATION EFFICACE DE L’ENVIRONNEMENT jeudi 13 février 2025 Société PROFESSIONNALISATION DU TRANSPORT : LE MINISTRE AMADOU KONÉ EXHORTE LES PROPRIÉTAIRES DE VÉHICULES A RENOUVELER LEURS PARCS AUTO jeudi 13…","boues; environnement","Signal de veille","À analyser","",""
"2026-07-28","Environnement","Portail officiel du Gouvernement","https://www.gouv.ci/actualite/preservation-de-lenvironnement-le-ministre-assahore-konan-jacques-resolument-engage-dans-la-lutte-contre-les-changements-climatiques-2374","Société PRÉSERVATION DE L’ENVIRONNEMENT : LE MINISTRE ASSAHORE KONAN JACQUES RÉSOLUMENT ENGAGE DANS LA LUTTE CONTRE LES CHANGEMENTS CLIMATIQUES lundi 03 février 2025 Société SECTEUR DE LA COMMUNICATION : LE MINISTRE AMADOU COULIBALY S’ENGAGE A POURSUIVRE LES PROJETS INNOVANTS ET STRUCTURANTS…","changement climatique; environnement","Signal de veille","À analyser","",""
"2026-07-28","Incendie / Sécurité","ONPC — Office National de la Protection Civile","https://www.onpc-ci.org/storage/app/public/communique/PncLguQMVm6L5abLbXlYxdo8vbqVW03K775MNbOm.pdf","LISTE DES CABINETS AGRÉÉS EN SÉCURITÉ INCENDIE... LISTE DES CABINETS AGREES EN SECURITE INCENDIE ET ... LISTE DES CABINETS AGREES EN SECURITE INCENDIE ET ... Voir plus Conseils pratiques Risque d’inondation Ranimation Premiers soins Etouffement Voir plus inscrivez vous à notre newsletter Pour…","securite incendie; incendie; securite; risque","Signal de veille","À analyser","",""
"2026-07-28","Incendie / Sécurité","ONPC — Office National de la Protection Civile","https://www.onpc-ci.org/storage/app/public/communique/f8TQJRkEK8JavbcplSEpnReL6DNlD1K7DYtgaZ35.pdf","LISTE DES CABINETS AGREES EN SECURITE INCENDIE ET ... LISTE DES CABINETS AGREES EN SECURITE INCENDIE ET ... Voir plus Conseils pratiques Risque d’inondation Ranimation Premiers soins Etouffement Voir plus inscrivez vous à notre newsletter Pour recevoir toutes les informations utiles de l'ONPC…","securite incendie; incendie; onpc; securite; risque","Signal de veille","À analyser","",""
"2026-07-28","Incendie / Sécurité","ONPC — Office National de la Protection Civile","https://www.onpc-ci.org/storage/app/public/communique/u1vv6RMim3gheV31W7QvpXn0UmsGKZoGHtvq84XJ.pdf","LISTE DES CABINETS AGREES EN SECURITE INCENDIE ET ... LISTE DES CABINETS AGREES EN SECURITE INCENDIE ET ... Voir plus Conseils pratiques Risque d’inondation Ranimation Premiers soins Etouffement Voir plus inscrivez vous à notre newsletter Pour recevoir toutes les informations utiles de l'ONPC…","securite incendie; incendie; onpc; securite; risque","Signal de veille","À analyser","",""
"2026-07-28","Incendie / Sécurité","ONPC — Office National de la Protection Civile","https://www.onpc-ci.org/actualite/lonpc-ouvre-sa-deuxieme-session-de-formation-au-brevet-national-de-secourisme-bns","L'ONPC OUVRE SA DEUXIÈME SESSION DE FORMATION AU BREVET NATIONAL DE SECOURISME (BNS) L'Office National de la Protection Civile (ONPC) a lancé, le lundi 20 juillet 2026, sa deuxième session de formation au Brevet National de Secourisme (BNS) dans ses locaux. Prévue du 20 juillet au 5 août 2026,…","protection civile; onpc; secourisme; protection","Signal de veille","À analyser","",""
"2026-07-28","Incendie / Sécurité","ONPC — Office National de la Protection Civile","https://www.onpc-ci.org/actualite/letat-offre-26-nouveaux-vehicules-dintervention-a-lonpc","L’ETAT OFFRE 26 NOUVEAUX VEHICULES D’INTERVENTION A L’ONPC La protection civile ivoirienne est passée à la vitesse supérieure par l'acquisition de plusieurs véhicules d'intervention, le mercredi 15 juillet 2026, au siège de l'Office National de la Protection Civile (ONPC) à Abidjan Cocody Lycée…","protection civile; onpc; protection","Signal de veille","À analyser","",""
"2026-07-28","Incendie / Sécurité","ONPC — Office National de la Protection Civile","https://www.onpc-ci.org/actualite/le-directeur-general-de-lonpc-exhorte-les-pompiers-civils-a-plus-dabnegation","LE DIRECTEUR GENERAL DE L’ONPC EXHORTE LES POMPIERS CIVILS A PLUS D’ABNEGATION >. C'est le message adressé aux pompiers civils par le Directeur Général de l'Office National de la Protection Civile (ONPC), Amankou Kassi Gabin, le samedi 11 juillet 2026, au Centre de Formation et de Perfectionnement…","protection civile; onpc; protection","Signal de veille","À analyser","",""
"2026-07-28","Environnement","ANARE-CI — Régulation du secteur électricité","https://anare.ci/preservation-de-lenvironnement-lanare-ci-mobilisee-pour-le-reboisement-de-la-reserve-naturelle-daghien/","PRÉSERVATION DE L’ENVIRONNEMENT : L’ANARE-CI MOBILISÉE POUR LE REBOISEMENT DE LA RÉSERVE NATURELLE D’AGHIEN Actualités Le 19 juin, le personnel de l’ANARE-CI a délaissé, le temps d’une matinée, leurs activités quotidiennes pour se mobiliser en faveur de l’environnement à la Réserve naturelle…","reboisement; environnement","Signal de veille","À analyser","",""
